,drop_off_hexes,count,day_time
1843,89f05aa4a07ffff,192,Night
1846,89f05aa4a3bffff,192,Night
1847,89f05aa4e23ffff,192,Night
1633,89f05aa75a7ffff,182,Night
1760,89f05ab5d03ffff,182,Night
1622,89f05aa62dbffff,182,Night
1623,89f05aa75afffff,182,Night
1624,89f05aa62cbffff,182,Night
1625,89f05aa666bffff,182,Night
1626,89f05aa62c3ffff,182,Night
1627,89f05aa7537ffff,182,Night
1628,89f05aa7523ffff,182,Night
1629,89f05aa75a3ffff,182,Night
1630,89f05aa667bffff,182,Night
1631,89f05aa62d3ffff,182,Night
1632,89f05aa75b7ffff,182,Night
1490,89f05aa6537ffff,161,Night
1493,89f0586964bffff,161,Night
1492,89f05aa65a3ffff,161,Night
1491,89f0586965bffff,161,Night
1489,89f05aa65b3ffff,161,Night
1921,89f05aa6a5bffff,159,Night
1919,89f05aa45abffff,159,Night
1922,89f05aa4583ffff,159,Night
1923,89f05aa458fffff,159,Night
1924,89f05aa4593ffff,159,Night
1925,89f05aa4537ffff,159,Night
1929,89f05aa6377ffff,159,Night
1910,89f05aa45bbffff,159,Night
1911,89f05aa4587ffff,159,Night
1912,89f05aa632bffff,159,Night
1913,89f05aa4597ffff,159,Night
1914,89f05aa633bffff,159,Night
1909,89f05aa4513ffff,159,Night
1926,89f05aa4527ffff,159,Night
1920,89f05aa4503ffff,159,Night
1928,89f05aa630fffff,159,Night
1915,89f05aa45a3ffff,159,Night
1916,89f05aa458bffff,159,Night
1917,89f05aa459bffff,159,Night
1918,89f05aa45afffff,159,Night
1927,89f05aa6367ffff,159,Night
1893,89f05ab6b97ffff,158,Night
1882,89f05ab6823ffff,158,Night
1897,89f05ab682fffff,158,Night
1896,89f05ab6833ffff,158,Night
1895,89f05ab6837ffff,158,Night
1898,89f05ab6817ffff,158,Night
1884,89f05ab6887ffff,158,Night
1888,89f05ab695bffff,158,Night
1894,89f05ab6c2fffff,158,Night
1889,89f05ab68bbffff,158,Night
1885,89f05ab683bffff,158,Night
1886,89f05ab68abffff,158,Night
1887,89f05ab6807ffff,158,Night
1890,89f05ab6c23ffff,158,Night
1891,89f05ab682bffff,158,Night
1883,89f05ab6827ffff,158,Night
1892,89f05ab6897ffff,158,Night
2015,89f0586b6d7ffff,144,Morning
2016,89f0586b69bffff,144,Morning
2017,89f0586b6c7ffff,144,Morning
2018,89f0586b60bffff,144,Morning
1510,89f05bda467ffff,140,Night
1502,89f05bda4abffff,140,Night
1497,89f05bda09bffff,140,Night
1511,89f05bda097ffff,140,Night
1494,89f05bda413ffff,140,Night
1498,89f05bda4bbffff,140,Night
1499,89f05bda42bffff,140,Night
1500,89f05bda48bffff,140,Night
1501,89f05bda423ffff,140,Night
1495,89f05bda083ffff,140,Night
1496,89f05bda43bffff,140,Night
1503,89f05bda42fffff,140,Night
1517,89f05bda48fffff,140,Night
1512,89f05bda433ffff,140,Night
1513,89f05bda093ffff,140,Night
1514,89f05bda40fffff,140,Night
1515,89f05bda477ffff,140,Night
1504,89f05bda483ffff,140,Night
1516,89f05bda487ffff,140,Night
1509,89f05bda4b3ffff,140,Night
1508,89f05bda417ffff,140,Night
1507,89f05bda087ffff,140,Night
1506,89f05bda407ffff,140,Night
1505,89f05bda403ffff,140,Night
907,89f05aa40cbffff,127,Night
906,89f05aa40dbffff,127,Night
905,89f05aa46a7ffff,127,Night
1484,89f05ab68b3ffff,126,Night
1478,89f05ab6d4bffff,126,Night
1483,89f05ab6d6bffff,126,Night
1482,89f05ab6d7bffff,126,Night
1481,89f05ab69dbffff,126,Night
1480,89f05ab68afffff,126,Night
1479,89f05ab68b7ffff,126,Night
1486,89f05ab6d47ffff,126,Night
1477,89f05ab6d53ffff,126,Night
1476,89f05ab6dcbffff,126,Night
1475,89f05ab6d57ffff,126,Night
1485,89f05ab68a7ffff,126,Night
1473,89f05ab6d43ffff,126,Night
1487,89f05ab6d0bffff,126,Night
1474,89f05ab6d4fffff,126,Night
1488,89f05ab68a3ffff,126,Night
903,89f05ab4d97ffff,122,Night
902,89f0586b64bffff,122,Night
901,89f05ab6b23ffff,122,Night
900,89f05ab4dbbffff,122,Night
899,89f05ab6babffff,122,Night
898,89f05ab6b2fffff,122,Night
897,89f05ab4d87ffff,122,Night
896,89f0586b65bffff,122,Night
895,89f05ab6b27ffff,122,Night
904,89f05ab6b33ffff,122,Night
1553,89f0586b657ffff,122,Night
1551,89f05ab6bb7ffff,122,Night
1554,89f05ab6ba7ffff,122,Night
1547,89f0586b6c3ffff,122,Night
1548,89f0586b6d3ffff,122,Night
1549,89f0586b6dbffff,122,Night
1550,89f0586b6cbffff,122,Night
1546,89f05ab696bffff,122,Night
1552,89f0586b653ffff,122,Night
1545,89f0586b6cfffff,122,Night
1691,89f05aa753bffff,121,Night
1684,89f05aa758fffff,121,Night
1685,89f05aa7513ffff,121,Night
1686,89f05aa752bffff,121,Night
1687,89f05aa7567ffff,121,Night
1688,89f05ab5b3bffff,121,Night
1692,89f05aa7517ffff,121,Night
1699,89f05aa7503ffff,121,Night
1701,89f05aa7583ffff,121,Night
1702,89f05aa719bffff,121,Night
1690,89f05aa759bffff,121,Night
1698,89f05ab5b0fffff,121,Night
1689,89f05ab5b2bffff,121,Night
1696,89f05aa758bffff,121,Night
1697,89f05aa7577ffff,121,Night
1700,89f05aa7507ffff,121,Night
1695,89f05ab5b67ffff,121,Night
1694,89f05ab5b77ffff,121,Night
1693,89f05aa7593ffff,121,Night
1611,89f05aa481bffff,120,Night
1612,89f05aa4bc7ffff,120,Night
1613,89f05aa4bd7ffff,120,Night
1637,89f05aa4e63ffff,120,Night
1615,89f05aa4b1bffff,120,Night
1616,89f05aa486fffff,120,Night
1617,89f05aa4873ffff,120,Night
1618,89f05aa4863ffff,120,Night
1619,89f05aa488bffff,120,Night
1620,89f05aa489bffff,120,Night
1621,89f05aa4813ffff,120,Night
1614,89f05aa480bffff,120,Night
1635,89f05aa4e57ffff,120,Night
1638,89f05aa4e0bffff,120,Night
1636,89f05aa4e73ffff,120,Night
1644,89f05aa4ecbffff,120,Night
1643,89f05aa4e47ffff,120,Night
1642,89f05aa4e1bffff,120,Night
1641,89f05aa4e6fffff,120,Night
1640,89f05aa4e8bffff,120,Night
1634,89f05aa4ed7ffff,120,Night
1639,89f05aa4ec7ffff,120,Night
1469,89f05aa4e13ffff,112,Night
1470,89f05aa4a0bffff,112,Night
1472,89f05aa4e07ffff,112,Night
1471,89f05aa4e17ffff,112,Night
1466,89f05aa4a8bffff,112,Night
1468,89f05aa4a9bffff,112,Night
1467,89f05aa4a03ffff,112,Night
1465,89f05aa4a83ffff,112,Night
1464,89f05aa4e77ffff,112,Night
1463,89f05aa4ac7ffff,112,Night
1461,89f05aa4a1bffff,112,Night
1460,89f05aa4e0fffff,112,Night
1459,89f05aa4e03ffff,112,Night
1458,89f05aa4e67ffff,112,Night
1462,89f05aa4a13ffff,112,Night
1345,89f05ab69cbffff,99,Night
1344,89f05ab6943ffff,99,Night
1352,89f05ab69d3ffff,99,Night
1343,89f05ab6947ffff,99,Night
1346,89f05ab69cfffff,99,Night
1348,89f05ab6d73ffff,99,Night
1347,89f05ab6d63ffff,99,Night
1350,89f05ab6957ffff,99,Night
1351,89f05ab6953ffff,99,Night
1349,89f05ab694fffff,99,Night
1353,89f05ab69c3ffff,99,Night
1867,89f05aa6e8fffff,93,Night
1866,89f05aa6e83ffff,93,Night
1253,89f05869687ffff,93,Night
1865,89f05aa6e07ffff,93,Night
1245,89f058696bbffff,93,Night
1246,89f05ab4933ffff,93,Night
1247,89f05869623ffff,93,Night
1248,89f05ab49abffff,93,Night
1864,89f05aa612bffff,93,Night
1863,89f05aa6e2bffff,93,Night
1249,89f05869693ffff,93,Night
1250,89f05869607ffff,93,Night
1862,89f05aa6e17ffff,93,Night
1252,89f05ab492fffff,93,Night
1251,89f05ab4997ffff,93,Night
1254,89f05ab492bffff,93,Night
1261,89f05869633ffff,93,Night
1255,89f05ab4987ffff,93,Night
1859,89f05aa6e3bffff,93,Night
1860,89f05aa6e0fffff,93,Night
1861,89f05aa6e93ffff,93,Night
1262,89f05ab4d2fffff,93,Night
1263,89f05869697ffff,93,Night
1260,89f05ab4923ffff,93,Night
1259,89f05869617ffff,93,Night
1258,89f05869683ffff,93,Night
1257,89f05ab4d23ffff,93,Night
1256,89f0586968fffff,93,Night
1906,89f05aa4b0fffff,84,Night
1901,89f05aa4877ffff,84,Night
1902,89f05aa4b9bffff,84,Night
1903,89f05aa480fffff,84,Night
1904,89f05aa4b03ffff,84,Night
1905,89f05aa4b77ffff,84,Night
1899,89f05aa4b8bffff,84,Night
1907,89f05aa4867ffff,84,Night
1908,89f05aa4b13ffff,84,Night
1900,89f05aa4803ffff,84,Night
674,89f05bda49bffff,83,Night
673,89f05bda40bffff,83,Night
672,89f05aa4a0fffff,83,Night
671,89f05aa4a67ffff,83,Night
684,89f05aa4a6fffff,83,Night
678,89f05aa4a77ffff,83,Night
681,89f05bda4d3ffff,83,Night
687,89f05bda4c3ffff,83,Night
686,89f05bda41bffff,83,Night
685,89f05aa4a73ffff,83,Night
683,89f05bda4d7ffff,83,Night
675,89f05bda4dbffff,83,Night
676,89f05bda4cfffff,83,Night
677,89f05bda4c7ffff,83,Night
682,89f05aa4a63ffff,83,Night
679,89f05aa59b7ffff,83,Night
680,89f05aa4a6bffff,83,Night
1530,89f05ab6ca3ffff,82,Night
1528,89f0587934fffff,82,Night
1527,89f05ab6c27ffff,82,Night
1522,89f05ab6d5bffff,82,Night
1521,89f05ab6c37ffff,82,Night
1526,89f05ab6ddbffff,82,Night
1525,89f05879347ffff,82,Night
1524,89f05ab6cafffff,82,Night
1523,89f05ab6ca7ffff,82,Night
1518,89f05ab6cb7ffff,82,Night
1519,89f05879343ffff,82,Night
1520,89f05ab6cb3ffff,82,Night
1529,89f0587937bffff,82,Night
0,89f05bda497ffff,80,Night
1,89f05aa4aafffff,80,Night
6,89f05aa4a23ffff,80,Night
3,89f05aa4a33ffff,80,Night
4,89f05aa4a2fffff,80,Night
5,89f05aa4aabffff,80,Night
2,89f05aa4abbffff,80,Night
1758,89f05aa43a3ffff,79,Night
1745,89f05aa4e4bffff,79,Night
1759,89f05aa5d87ffff,79,Night
1757,89f05aa4327ffff,79,Night
1756,89f05aa5d07ffff,79,Night
1754,89f05aa432fffff,79,Night
1753,89f05aa5dbbffff,79,Night
1752,89f05aa4e5bffff,79,Night
1751,89f05aa5d33ffff,79,Night
1750,89f05aa43afffff,79,Night
1749,89f05aa5d23ffff,79,Night
1748,89f05aa5d97ffff,79,Night
1747,89f05aa4337ffff,79,Night
1746,89f05aa5d17ffff,79,Night
1755,89f05aa5dabffff,79,Night
2027,89f05ab697bffff,72,Morning
2026,89f05ab696fffff,72,Morning
2025,89f05ab6973ffff,72,Morning
2024,89f05ab690bffff,72,Morning
2023,89f05ab6963ffff,72,Morning
2022,89f05ab691bffff,72,Morning
2021,89f05ab6d6fffff,72,Morning
2020,89f05ab69c7ffff,72,Morning
2019,89f05ab6d0fffff,72,Morning
2028,89f05ab69d7ffff,72,Morning
1851,89f05ab4da7ffff,69,Night
1853,89f0586b64fffff,69,Night
1856,89f05ab4dafffff,69,Night
1855,89f05ab4db7ffff,69,Night
1854,89f05ab4da3ffff,69,Night
1857,89f0586b643ffff,69,Night
1852,89f05ab4d37ffff,69,Night
1858,89f05ab4db3ffff,69,Night
1999,89f0584522fffff,65,Morning
1998,89f0584ec0fffff,65,Morning
1994,89f0584ec77ffff,65,Morning
1996,89f0584ec97ffff,65,Morning
1977,89f0584ec83ffff,65,Morning
1976,89f0584ecc7ffff,65,Morning
1975,89f0584ec6fffff,65,Morning
1997,89f05845267ffff,65,Morning
1978,89f0584ec17ffff,65,Morning
1995,89f0584522bffff,65,Morning
1985,89f05845223ffff,65,Morning
1993,89f0584ec13ffff,65,Morning
1992,89f0584ec93ffff,65,Morning
1991,89f05845233ffff,65,Morning
1981,89f0584ec03ffff,65,Morning
1990,89f0584ec8fffff,65,Morning
1989,89f0584ec8bffff,65,Morning
1988,89f0584ec63ffff,65,Morning
1987,89f0584ec73ffff,65,Morning
1986,89f0584ec87ffff,65,Morning
1979,89f0584523bffff,65,Morning
1984,89f0584ec07ffff,65,Morning
1980,89f0584ec0bffff,65,Morning
1982,89f0584ec9bffff,65,Morning
1983,89f0584ec1bffff,65,Morning
758,89f05aa6403ffff,64,Night
759,89f05aa640fffff,64,Night
1574,89f05aa6577ffff,63,Night
1580,89f05aa650fffff,63,Night
1579,89f05aa6163ffff,63,Night
1578,89f05aa61d7ffff,63,Night
1576,89f05aa6173ffff,63,Night
1575,89f05aa6ed3ffff,63,Night
1573,89f05aa6e57ffff,63,Night
1572,89f05aa658fffff,63,Night
1571,89f05aa6503ffff,63,Night
1570,89f05aa610bffff,63,Night
1569,89f05aa6e47ffff,63,Night
1568,89f05aa61c7ffff,63,Night
1564,89f05aa6ecfffff,63,Night
1565,89f05aa611bffff,63,Night
1566,89f05aa6583ffff,63,Night
1567,89f05aa6567ffff,63,Night
1577,89f05aa6ec3ffff,63,Night
1581,89f05aa6513ffff,63,Night
1582,89f05aa6517ffff,63,Night
1015,89f05aa6e87ffff,52,Night
1003,89f05aa6137ffff,52,Night
1021,89f05aa6e97ffff,52,Night
1020,89f05aa6ab3ffff,52,Night
1004,89f05aa6c5bffff,52,Night
1019,89f05aa6c4fffff,52,Night
1018,89f05aa6a97ffff,52,Night
1017,89f05aa685bffff,52,Night
1016,89f05aa6eb3ffff,52,Night
1005,89f05aa6e33ffff,52,Night
1014,89f05aa6ebbffff,52,Night
1012,89f05aa6eafffff,52,Night
1011,89f05aa6c4bffff,52,Night
1010,89f05aa6e37ffff,52,Night
1009,89f05aa6eb7ffff,52,Night
1008,89f05aa6127ffff,52,Night
1007,89f05aa6e2fffff,52,Night
1013,89f05aa6ea3ffff,52,Night
1006,89f05aa6eabffff,52,Night
1437,89f05bda07bffff,48,Night
1443,89f05bda2b3ffff,48,Night
1442,89f05bda053ffff,48,Night
1441,89f05bda3dbffff,48,Night
1440,89f05bda04fffff,48,Night
1438,89f05bda3cfffff,48,Night
1433,89f05bda3d3ffff,48,Night
1436,89f05bda353ffff,48,Night
1435,89f05bda0cbffff,48,Night
1434,89f05bda3cbffff,48,Night
1432,89f05bda2a3ffff,48,Night
1431,89f05bda3c3ffff,48,Night
1430,89f05bda2b7ffff,48,Night
1444,89f05bda043ffff,48,Night
1439,89f05bda06bffff,48,Night
1445,89f05bda2a7ffff,48,Night
724,89f05ab4a47ffff,48,Night
730,89f05ab4a53ffff,48,Night
729,89f05ab4e6fffff,48,Night
728,89f05ab4acfffff,48,Night
727,89f05ab4ad7ffff,48,Night
726,89f05ab4a57ffff,48,Night
725,89f05ab4ac7ffff,48,Night
1164,89f05bda5d7ffff,45,Night
1870,89f05ab6bb3ffff,45,Night
1869,89f05ab6bbbffff,45,Night
1868,89f05ab694bffff,45,Night
1873,89f05ab6ba3ffff,45,Night
1872,89f05ab6b37ffff,45,Night
1166,89f05aa4b63ffff,45,Night
1165,89f05aa4b6bffff,45,Night
1167,89f05bda553ffff,45,Night
1163,89f05bda543ffff,45,Night
1156,89f05bda5cbffff,45,Night
1151,89f05aa4b7bffff,45,Night
1152,89f05bda4b7ffff,45,Night
1153,89f05bda5cfffff,45,Night
1154,89f05aa4b73ffff,45,Night
1162,89f05bda5dbffff,45,Night
1155,89f05bda5c3ffff,45,Night
1871,89f05ab6bafffff,45,Night
1157,89f05aa4b6fffff,45,Night
1158,89f05bda4a7ffff,45,Night
1159,89f05aa4b47ffff,45,Night
1160,89f05aa4b0bffff,45,Night
1161,89f05bda5d3ffff,45,Night
2001,89f05bda0c7ffff,44,Morning
2004,89f05bda057ffff,44,Morning
2005,89f05bda01bffff,44,Morning
2006,89f05bda063ffff,44,Morning
2007,89f05bda06fffff,44,Morning
2008,89f05bda00bffff,44,Morning
2000,89f05bda46fffff,44,Morning
2003,89f05bda0d3ffff,44,Morning
2002,89f05bda473ffff,44,Morning
2014,89f05bda047ffff,44,Morning
2013,89f05bda463ffff,44,Morning
2012,89f05bda0d7ffff,44,Morning
2011,89f05bda0cfffff,44,Morning
2010,89f05bda0c3ffff,44,Morning
2009,89f05bda073ffff,44,Morning
1835,89f058692c3ffff,43,Night
1836,89f058692cfffff,43,Night
1833,89f05869257ffff,43,Night
1834,89f058692cbffff,43,Night
1792,89f05bda6bbffff,39,Night
1782,89f05bda44fffff,39,Night
1765,89f05bda45bffff,39,Night
1768,89f05bda447ffff,39,Night
1791,89f05aa59afffff,39,Night
1790,89f05bda697ffff,39,Night
1789,89f05aa59a7ffff,39,Night
1767,89f05bda627ffff,39,Night
1793,89f05bda04bffff,39,Night
1787,89f05bda457ffff,39,Night
1786,89f05bda6afffff,39,Night
1785,89f05bda443ffff,39,Night
1769,89f05bda6a7ffff,39,Night
1783,89f05bda453ffff,39,Night
1788,89f05bda44bffff,39,Night
1781,89f05aa5933ffff,39,Night
1773,89f05bda6a3ffff,39,Night
1780,89f05bda46bffff,39,Night
1794,89f05aa5927ffff,39,Night
1766,89f05bda05bffff,39,Night
1770,89f05bda6b3ffff,39,Night
1771,89f05aa592fffff,39,Night
1772,89f05bda6b7ffff,39,Night
1784,89f05bda637ffff,39,Night
1774,89f05bda687ffff,39,Night
1776,89f05aa5937ffff,39,Night
1777,89f05bda47bffff,39,Night
1778,89f05bda4cbffff,39,Night
1779,89f05bda0dbffff,39,Night
1775,89f05aa5923ffff,39,Night
2037,89f0584c9a3ffff,38,Morning
1683,89f05ab4a0bffff,38,Night
2041,89f0587b643ffff,38,Morning
2040,89f0587b6d3ffff,38,Morning
2039,89f0587b24bffff,38,Morning
2038,89f0587b653ffff,38,Morning
2034,89f0584e96bffff,38,Morning
2036,89f0584c9b3ffff,38,Morning
2035,89f0587b25bffff,38,Morning
2033,89f0584cdb7ffff,38,Morning
2032,89f0584c9afffff,38,Morning
2031,89f0587b6c3ffff,38,Morning
2030,89f0587b64fffff,38,Morning
2029,89f0584c937ffff,38,Morning
1797,89f05ab6dcfffff,38,Night
1798,89f05ab6dc3ffff,38,Night
1795,89f0587936bffff,38,Night
1796,89f05ab6dd3ffff,38,Night
2184,89f05aa4207ffff,30,Noon
2178,89f05aa5c8fffff,30,Noon
2179,89f05aa4203ffff,30,Noon
2180,89f05aa5c93ffff,30,Noon
2181,89f05aa405bffff,30,Noon
2182,89f05aa4287ffff,30,Noon
2183,89f05aa5c13ffff,30,Noon
2186,89f05aa428fffff,30,Noon
2185,89f05aa4223ffff,30,Noon
2176,89f05aa420fffff,30,Noon
2187,89f05aa4637ffff,30,Noon
2188,89f05aa4283ffff,30,Noon
2189,89f05aa4627ffff,30,Noon
2190,89f05aa404bffff,30,Noon
2191,89f05aa5c03ffff,30,Noon
2177,89f05aa428bffff,30,Noon
2175,89f05aa5c9bffff,30,Noon
2170,89f05aa5c87ffff,30,Noon
2173,89f05aa5c97ffff,30,Noon
2172,89f05aa4277ffff,30,Noon
2171,89f05aa5c83ffff,30,Noon
2174,89f05aa423bffff,30,Noon
2169,89f05aa4293ffff,30,Noon
2168,89f05aa4213ffff,30,Noon
2167,89f05aa4267ffff,30,Noon
2166,89f05aa46afffff,30,Noon
2165,89f05aa4217ffff,30,Noon
2164,89f05aa422fffff,30,Noon
1761,89f05aa4053ffff,28,Night
1762,89f05aa4043ffff,28,Night
1763,89f05aa404fffff,28,Night
1764,89f05aa40cfffff,28,Night
1970,89f05bd168bffff,25,Night
1968,89f05aa496fffff,25,Night
1971,89f05aa491bffff,25,Night
1969,89f05bd161bffff,25,Night
1960,89f05bd1657ffff,25,Night
1967,89f05aa4977ffff,25,Night
1962,89f05aa4973ffff,25,Night
1956,89f05bd16d7ffff,25,Night
1957,89f05bd16c7ffff,25,Night
1958,89f05aa490bffff,25,Night
1959,89f05bd16cfffff,25,Night
1961,89f05bd169bffff,25,Night
1966,89f05aa4963ffff,25,Night
1963,89f05aa4967ffff,25,Night
1964,89f05bd1673ffff,25,Night
1965,89f05bd160bffff,25,Night
1738,89f05bda593ffff,22,Night
1732,89f05bda583ffff,22,Night
1734,89f05aa4b2bffff,22,Night
1735,89f05bda59bffff,22,Night
1736,89f05aa4b2fffff,22,Night
1737,89f05aa4b3bffff,22,Night
1740,89f05bda503ffff,22,Night
1739,89f05bda50bffff,22,Night
1730,89f05aa4b17ffff,22,Night
1741,89f05bda58bffff,22,Night
1742,89f05aa4b8fffff,22,Night
1743,89f05bda51bffff,22,Night
1744,89f05bda547ffff,22,Night
1731,89f05bda513ffff,22,Night
1733,89f05aa4b07ffff,22,Night
1729,89f05aa4b67ffff,22,Night
1727,89f05bda573ffff,22,Night
1723,89f05bda577ffff,22,Night
1726,89f05bda5c7ffff,22,Night
1725,89f05bda50fffff,22,Night
1724,89f05bda597ffff,22,Night
1728,89f05bda557ffff,22,Night
1877,89f05bda4a3ffff,21,Night
1874,89f05bda437ffff,21,Night
1875,89f05bda55bffff,21,Night
1876,89f05bda4afffff,21,Night
1878,89f05bda427ffff,21,Night
1879,89f05bda54fffff,21,Night
1880,89f05bda0b3ffff,21,Night
1881,89f05bda54bffff,21,Night
2269,89f05aa4d6fffff,20,Evening
2264,89f05aa4d3bffff,20,Evening
2265,89f05aa4d8fffff,20,Evening
2266,89f05aa498bffff,20,Evening
2267,89f05aa4d77ffff,20,Evening
2271,89f05aa4d03ffff,20,Evening
2270,89f05aa4d93ffff,20,Evening
2268,89f05aa6b33ffff,20,Evening
2253,89f05aa4d07ffff,20,Evening
2252,89f05aa6bbbffff,20,Evening
2254,89f05aa490fffff,20,Evening
2256,89f05aa4d17ffff,20,Evening
2257,89f05aa49d7ffff,20,Evening
2258,89f05aa499bffff,20,Evening
2259,89f05aa6babffff,20,Evening
2260,89f05aa4d2bffff,20,Evening
2261,89f05aa4d83ffff,20,Evening
2262,89f05aa4903ffff,20,Evening
2263,89f05aa4913ffff,20,Evening
2255,89f05aa6b23ffff,20,Evening
1974,89f05aa636fffff,16,Night
1950,89f058794c7ffff,16,Night
1951,89f058794d7ffff,16,Night
1973,89f05aa45c7ffff,16,Night
1953,89f0587940bffff,16,Night
1955,89f0587b26bffff,16,Night
1954,89f058794cbffff,16,Night
1948,89f058794dbffff,16,Night
1949,89f0584c9b7ffff,16,Night
1944,89f0584c9a7ffff,16,Night
1947,89f058794d3ffff,16,Night
1946,89f05879447ffff,16,Night
1945,89f05879473ffff,16,Night
1943,89f0587b273ffff,16,Night
1942,89f05879463ffff,16,Night
1941,89f058794c3ffff,16,Night
1940,89f0587b27bffff,16,Night
1939,89f0587941bffff,16,Night
1972,89f05aa45d7ffff,16,Night
1952,89f05879457ffff,16,Night
2050,89f0587b2c7ffff,15,Noon
2044,89f0587b2d7ffff,15,Noon
2049,89f0587b20bffff,15,Noon
2047,89f058794cfffff,15,Noon
2046,89f0587b263ffff,15,Noon
2045,89f0587b247ffff,15,Noon
2043,89f0587b26fffff,15,Noon
2042,89f0587b21bffff,15,Noon
2048,89f0587b257ffff,15,Noon
2091,89f05aa6d43ffff,14,Noon
2087,89f05aa6ca7ffff,14,Noon
2088,89f05aa68afffff,14,Noon
2089,89f0586936bffff,14,Noon
2090,89f05aa6ddbffff,14,Noon
2095,89f05aa6837ffff,14,Noon
2092,89f05aa6d53ffff,14,Noon
2093,89f05869347ffff,14,Noon
2094,89f0586937bffff,14,Noon
2096,89f05aa6dcbffff,14,Noon
1710,89f05ab688bffff,14,Night
2086,89f05aa6827ffff,14,Noon
1711,89f05ab6813ffff,14,Night
1708,89f05ab680fffff,14,Night
1705,89f05ab6803ffff,14,Night
1706,89f05ab6867ffff,14,Night
1707,89f05ab6877ffff,14,Night
1709,89f05ab689bffff,14,Night
2303,89f05845373ffff,13,Evening
2299,89f058453c7ffff,13,Evening
2285,89f05845303ffff,13,Evening
2286,89f0584ed03ffff,13,Evening
2309,89f0584ed8bffff,13,Evening
2308,89f0584536fffff,13,Evening
2307,89f05845363ffff,13,Evening
2306,89f0584ed77ffff,13,Evening
2305,89f0584ed73ffff,13,Evening
2304,89f0584edd7ffff,13,Evening
2300,89f0584ed0bffff,13,Evening
2302,89f0584edc7ffff,13,Evening
2293,89f0584ed63ffff,13,Evening
2301,89f0584ed6fffff,13,Evening
2296,89f05845367ffff,13,Evening
2298,89f05845377ffff,13,Evening
2297,89f0584530fffff,13,Evening
2287,89f0584ed1bffff,13,Evening
2294,89f058453d7ffff,13,Evening
2292,89f0584e9d3ffff,13,Evening
2291,89f0584ed0fffff,13,Evening
2290,89f0584ed13ffff,13,Evening
2289,89f0584531bffff,13,Evening
2288,89f0584ed9bffff,13,Evening
2295,89f0584530bffff,13,Evening
1813,89f05ab4937ffff,11,Night
1814,89f0586b24bffff,11,Night
1812,89f0586b25bffff,11,Night
1820,89f05869443ffff,11,Night
1815,89f0586904fffff,11,Night
1816,89f058692b3ffff,11,Night
1817,89f05ab49afffff,11,Night
1818,89f05ab49b7ffff,11,Night
1819,89f05869043ffff,11,Night
2208,89f0587b6bbffff,11,Noon
1821,89f0586944bffff,11,Night
2207,89f05845e7bffff,11,Noon
1810,89f05ab49b3ffff,11,Night
2209,89f05845e63ffff,11,Noon
2210,89f05845a4fffff,11,Noon
2211,89f0587b607ffff,11,Noon
2212,89f0587b44bffff,11,Noon
2213,89f0587b62bffff,11,Noon
2214,89f05845acbffff,11,Noon
2215,89f0584e9a3ffff,11,Noon
2216,89f0584e9b7ffff,11,Noon
2217,89f0584eda3ffff,11,Noon
1811,89f058690cbffff,11,Night
1803,89f05ab49a7ffff,11,Night
1809,89f058696a3ffff,11,Night
2194,89f0584e927ffff,11,Noon
2204,89f05845e57ffff,11,Noon
2203,89f05845a4bffff,11,Noon
2202,89f0587b623ffff,11,Noon
2201,89f0584edb7ffff,11,Noon
2200,89f0587b4dbffff,11,Noon
2199,89f0587b28bffff,11,Noon
2198,89f0587b28fffff,11,Noon
2197,89f05845e47ffff,11,Noon
2196,89f0587b45bffff,11,Noon
2195,89f0584e9a7ffff,11,Noon
2193,89f05845acfffff,11,Noon
1808,89f05869287ffff,11,Night
2192,89f0584e933ffff,11,Noon
2219,89f0587b4cbffff,11,Noon
1799,89f0586905bffff,11,Night
1800,89f05ab49a3ffff,11,Night
1801,89f058696b3ffff,11,Night
1802,89f058690dbffff,11,Night
1804,89f058696a7ffff,11,Night
1805,89f058696afffff,11,Night
1806,89f0586945bffff,11,Night
1807,89f05ab4d27ffff,11,Night
2218,89f0587b62fffff,11,Noon
2232,89f05845a53ffff,11,Noon
2220,89f0587b283ffff,11,Noon
2243,89f05845a43ffff,11,Noon
2245,89f0587b6abffff,11,Noon
2246,89f0587b687ffff,11,Noon
2247,89f0587b697ffff,11,Noon
2221,89f0584ed37ffff,11,Noon
2249,89f0587b213ffff,11,Noon
2250,89f0584e9afffff,11,Noon
2251,89f0584e92fffff,11,Noon
1822,89f05ab4927ffff,11,Night
1823,89f058690cfffff,11,Night
1824,89f0586904bffff,11,Night
1825,89f058692a7ffff,11,Night
1826,89f05869627ffff,11,Night
1827,89f05869637ffff,11,Night
1828,89f058694dbffff,11,Night
1829,89f0586944fffff,11,Night
1830,89f05869053ffff,11,Night
1831,89f058696b7ffff,11,Night
1832,89f058692b7ffff,11,Night
2206,89f0587b293ffff,11,Noon
2244,89f05845e4fffff,11,Noon
2248,89f0587b6a3ffff,11,Noon
2242,89f0587b633ffff,11,Noon
2230,89f0587b603ffff,11,Noon
2222,89f05845ad3ffff,11,Noon
2223,89f0587b60fffff,11,Noon
2224,89f05845e73ffff,11,Noon
2241,89f0584eda7ffff,11,Noon
2226,89f0587b667ffff,11,Noon
2227,89f0584edafffff,11,Noon
2228,89f05845e43ffff,11,Noon
