,drop_off_hexes,count,day_time
786,89f05ab6857ffff,840,Night
102,89f05aa4197ffff,840,Night
112,89f05aa4123ffff,840,Night
101,89f05aa452bffff,840,Night
105,89f05aa452fffff,840,Night
106,89f05aa4533ffff,840,Night
107,89f05aa4187ffff,840,Night
108,89f05aa41abffff,840,Night
109,89f05aa41bbffff,840,Night
104,89f05aa4133ffff,840,Night
103,89f05aa4183ffff,840,Night
111,89f05aa4193ffff,840,Night
110,89f05aa4507ffff,840,Night
100,89f05aa4523ffff,840,Night
113,89f05aa418fffff,840,Night
99,89f05aa4517ffff,840,Night
768,89f05ab6c0fffff,833,Night
774,89f05ab68c7ffff,833,Night
773,89f05ab681bffff,833,Night
772,89f05ab68d7ffff,833,Night
771,89f0587922fffff,833,Night
770,89f05ab6c93ffff,833,Night
769,89f05ab6c6fffff,833,Night
767,89f05ab680bffff,833,Night
760,89f05ab6c8bffff,833,Night
763,89f05ab6c8fffff,833,Night
764,89f05ab6cbbffff,833,Night
765,89f05ab6c83ffff,833,Night
776,89f05ab6c87ffff,833,Night
766,89f05ab6c07ffff,833,Night
775,89f05ab6c67ffff,833,Night
761,89f05ab6c17ffff,833,Night
777,89f05ab6c77ffff,833,Night
762,89f05ab6c03ffff,833,Night
1028,89f05aa6617ffff,822,Night
1023,89f05aa6297ffff,822,Night
1024,89f05aa645bffff,822,Night
1035,89f05aa6607ffff,822,Night
1026,89f05aa6623ffff,822,Night
1027,89f05aa62bbffff,822,Night
1025,89f05aa6633ffff,822,Night
1029,89f05aa66bbffff,822,Night
1030,89f05aa668fffff,822,Night
1031,89f05aa6687ffff,822,Night
1032,89f05aa663bffff,822,Night
1033,89f05aa6287ffff,822,Night
1022,89f05aa662fffff,822,Night
1034,89f05aa66abffff,822,Night
805,89f05aa4c53ffff,818,Night
795,89f05aa4ccbffff,818,Night
796,89f05aa4a87ffff,818,Night
797,89f05aa4c43ffff,818,Night
798,89f05aa41a7ffff,818,Night
799,89f05aa4e27ffff,818,Night
800,89f05aa4c4fffff,818,Night
801,89f05aa4ea3ffff,818,Night
802,89f05aa485bffff,818,Night
794,89f05aa4cdbffff,818,Night
803,89f05aa4eb3ffff,818,Night
806,89f05aa4cc3ffff,818,Night
804,89f05aa4cd3ffff,818,Night
808,89f05aa4e37ffff,818,Night
807,89f05aa4eafffff,818,Night
119,89f05ab6ecbffff,815,Night
121,89f05ab6e53ffff,815,Night
120,89f05ab6e5bffff,815,Night
118,89f05ab6ec3ffff,815,Night
814,89f05ab6adbffff,809,Night
815,89f05ab6acbffff,809,Night
817,89f05ab6ec7ffff,800,Night
818,89f05ab6e1bffff,800,Night
1302,89f05aa6a0fffff,787,Night
1291,89f05aa6a77ffff,787,Night
1295,89f05aa6a2bffff,787,Night
1294,89f05aa6a03ffff,787,Night
1293,89f05aa6a8fffff,787,Night
1292,89f05aa6ac7ffff,787,Night
1290,89f05aa6a8bffff,787,Night
1311,89f05aa4c83ffff,787,Night
1289,89f05aa6a17ffff,787,Night
1288,89f05aa4c13ffff,787,Night
1287,89f05aa6a93ffff,787,Night
1286,89f05aa6a9bffff,787,Night
1312,89f05aa6e67ffff,787,Night
1308,89f05aa6a6fffff,787,Night
1310,89f05aa6a63ffff,787,Night
1309,89f05aa4c9bffff,787,Night
1301,89f05aa4c8bffff,787,Night
1307,89f05aa6a83ffff,787,Night
1306,89f05aa6a0bffff,787,Night
1305,89f05aa6a73ffff,787,Night
1303,89f05aa4cd7ffff,787,Night
1296,89f05aa4c93ffff,787,Night
1297,89f05aa6a1bffff,787,Night
1298,89f05aa6a07ffff,787,Night
1299,89f05aa6a67ffff,787,Night
1300,89f05aa6a3bffff,787,Night
1304,89f05aa6a13ffff,787,Night
1331,89f05ab6e0bffff,759,Night
1330,89f05ab6e73ffff,759,Night
474,89f05aa627bffff,756,Night
467,89f05aa444fffff,756,Night
473,89f05aa44cfffff,756,Night
466,89f05aa4457ffff,756,Night
475,89f05aa46a3ffff,756,Night
476,89f05aa6257ffff,756,Night
468,89f05aa626bffff,756,Night
477,89f05aa6247ffff,756,Night
469,89f05aa4443ffff,756,Night
470,89f05aa46b7ffff,756,Night
472,89f05aa44cbffff,756,Night
471,89f05aa4453ffff,756,Night
735,89f05ab5babffff,746,Night
742,89f05ab58a3ffff,746,Night
736,89f05ab5bbbffff,746,Night
737,89f05ab5827ffff,746,Night
738,89f05ab5b97ffff,746,Night
741,89f05ab5b87ffff,746,Night
740,89f05ab5837ffff,746,Night
739,89f05ab58afffff,746,Night
995,89f05ab6a47ffff,740,Night
272,89f05aa412fffff,726,Night
273,89f05aa4e97ffff,726,Night
274,89f05aa4e8fffff,726,Night
275,89f05aa413bffff,726,Night
276,89f05aa4ebbffff,726,Night
277,89f05aa4e87ffff,726,Night
278,89f05aa4117ffff,726,Night
279,89f05aa412bffff,726,Night
280,89f05aa4107ffff,726,Night
281,89f05aa4e83ffff,726,Night
282,89f05aa4e93ffff,726,Night
1265,89f05ab4507ffff,723,Night
1264,89f05ab453bffff,723,Night
349,89f05aa60b7ffff,711,Night
339,89f05aa65c3ffff,711,Night
341,89f05aa654fffff,711,Night
340,89f05aa6037ffff,711,Night
350,89f05aa6547ffff,711,Night
343,89f05aa61d3ffff,711,Night
342,89f05aa6543ffff,711,Night
356,89f05aa61cfffff,711,Night
346,89f05aa61c3ffff,711,Night
351,89f05aa61dbffff,711,Night
352,89f05aa6143ffff,711,Night
353,89f05aa6553ffff,711,Night
354,89f05aa61cbffff,711,Night
355,89f05aa6557ffff,711,Night
347,89f05aa6153ffff,711,Night
348,89f05aa65cfffff,711,Night
344,89f05aa60a7ffff,711,Night
345,89f05aa657bffff,711,Night
1133,89f05aa620bffff,684,Night
1135,89f05aa6677ffff,684,Night
1136,89f05aa621bffff,684,Night
1134,89f05aa6667ffff,684,Night
1132,89f05aa62c7ffff,684,Night
701,89f05aa6683ffff,671,Night
1183,89f05ab45bbffff,671,Night
1182,89f05ab45abffff,671,Night
704,89f05aa6697ffff,671,Night
703,89f05aa6693ffff,671,Night
702,89f05ab592fffff,671,Night
1184,89f05ab6e4bffff,671,Night
910,89f05ab6e63ffff,668,Night
885,89f05aa634bffff,663,Night
886,89f05aa634fffff,663,Night
887,89f05aa637bffff,663,Night
888,89f05aa44b3ffff,663,Night
889,89f05aa45dbffff,663,Night
882,89f05aa44afffff,663,Night
890,89f05aa6353ffff,663,Night
891,89f05aa44a7ffff,663,Night
892,89f05aa4543ffff,663,Night
893,89f05aa4553ffff,663,Night
894,89f05aa45d3ffff,663,Night
883,89f05aa6343ffff,663,Night
884,89f05aa454fffff,663,Night
881,89f05aa44b7ffff,663,Night
880,89f05aa636bffff,663,Night
879,89f05aa45cfffff,663,Night
878,89f05aa45c3ffff,663,Night
877,89f05aa44a3ffff,663,Night
876,89f05aa45cbffff,663,Night
1563,89f05ab6cc7ffff,659,Night
1555,89f05ab6cc3ffff,659,Night
1558,89f05ab6c57ffff,659,Night
1559,89f05ab6c4fffff,659,Night
1560,89f05ab6c7bffff,659,Night
1562,89f05ab6c47ffff,659,Night
1561,89f05ab68d3ffff,659,Night
1557,89f05ab6c6bffff,659,Night
1556,89f05ab6ccfffff,659,Night
1531,89f05ab41a3ffff,658,Night
357,89f05ab4d43ffff,658,Night
358,89f05ab48b7ffff,658,Night
359,89f05ab4d4fffff,658,Night
1102,89f05aa6213ffff,652,Night
1101,89f05aa6203ffff,652,Night
1100,89f05aa628bffff,652,Night
1099,89f05aa629bffff,652,Night
365,89f05aa6273ffff,624,Night
366,89f05aa44d3ffff,624,Night
367,89f05aa6263ffff,624,Night
1324,89f05aa660fffff,608,Night
1325,89f05aa6603ffff,608,Night
1588,89f05aa44d7ffff,608,Night
1589,89f05aa449bffff,608,Night
1590,89f05aa4447ffff,608,Night
1591,89f05aa44c7ffff,608,Night
1327,89f05aa668bffff,608,Night
1326,89f05aa62d7ffff,608,Night
1592,89f05aa626fffff,608,Night
1328,89f05aa666fffff,608,Night
1329,89f05aa6613ffff,608,Night
1593,89f05aa44c3ffff,608,Night
1594,89f05aa441bffff,608,Night
831,89f05ab6e47ffff,605,Night
830,89f05ab6e7bffff,605,Night
957,89f05aa4143ffff,584,Night
952,89f05aa41c3ffff,584,Night
958,89f05aa4153ffff,584,Night
956,89f05aa456bffff,584,Night
955,89f05aa40a7ffff,584,Night
954,89f05aa41cbffff,584,Night
953,89f05aa4147ffff,584,Night
959,89f05aa414fffff,584,Night
960,89f05aa417bffff,584,Night
968,89f05aa4ed3ffff,584,Night
963,89f05aa416bffff,584,Night
962,89f05aa4ec3ffff,584,Night
964,89f05aa43b7ffff,584,Night
965,89f05aa41cfffff,584,Night
966,89f05aa43a7ffff,584,Night
967,89f05aa4edbffff,584,Night
969,89f05aa4157ffff,584,Night
970,89f05aa4ecfffff,584,Night
961,89f05aa41d3ffff,584,Night
971,89f05aa41dbffff,584,Night
1273,89f05aa624fffff,574,Night
1276,89f05aa6253ffff,574,Night
1277,89f05aa44dbffff,574,Night
1278,89f05aa6243ffff,574,Night
1274,89f05aa71a7ffff,574,Night
1275,89f05aa71b7ffff,574,Night
822,89f05aa6ed7ffff,553,Night
823,89f05aa610fffff,553,Night
829,89f05aa6e9bffff,553,Night
828,89f05aa6ec7ffff,553,Night
827,89f05aa6167ffff,553,Night
826,89f05aa6e03ffff,553,Night
819,89f05aa6e13ffff,553,Night
820,89f05aa6103ffff,553,Night
821,89f05aa616fffff,553,Night
824,89f05aa6177ffff,553,Night
825,89f05aa6e8bffff,553,Night
707,89f05ab6a0fffff,549,Night
708,89f05ab6a13ffff,549,Night
706,89f05ab6a03ffff,549,Night
705,89f05ab6a8bffff,549,Night
1386,89f05ab6e13ffff,531,Night
1387,89f05ab6e03ffff,531,Night
1676,89f05aa718bffff,523,Night
785,89f05ab6ed7ffff,523,Night
1682,89f05aa718fffff,523,Night
1681,89f05aa7117ffff,523,Night
1680,89f05aa7103ffff,523,Night
1679,89f05aa7107ffff,523,Night
1678,89f05aa7177ffff,523,Night
1677,89f05aa71bbffff,523,Night
1669,89f05aa752fffff,523,Night
1670,89f05aa7113ffff,523,Night
1671,89f05aa7193ffff,523,Night
1672,89f05aa7197ffff,523,Night
1673,89f05aa7183ffff,523,Night
1674,89f05aa7187ffff,523,Night
1675,89f05aa710fffff,523,Night
634,89f05ab6a73ffff,522,Night
633,89f05ab6a0bffff,522,Night
1118,89f0586b647ffff,493,Night
1128,89f0586b253ffff,493,Night
1131,89f0586b66bffff,493,Night
1129,89f0586b2dbffff,493,Night
1127,89f0586b2cfffff,493,Night
1119,89f0586b2c3ffff,493,Night
1120,89f0586b2cbffff,493,Night
1130,89f0586b67bffff,493,Night
1121,89f0586b27bffff,493,Night
1122,89f0586b257ffff,493,Night
1123,89f0586b24fffff,493,Night
1124,89f0586b247ffff,493,Night
1126,89f0586b243ffff,493,Night
1125,89f0586b2d3ffff,493,Night
518,89f0586927bffff,492,Night
517,89f05aa65b7ffff,492,Night
511,89f0586925bffff,492,Night
516,89f05aa6cdbffff,492,Night
515,89f0586924bffff,492,Night
514,89f05aa61afffff,492,Night
513,89f05aa6523ffff,492,Night
522,89f058696cfffff,492,Night
519,89f05aa6ccbffff,492,Night
520,89f058696c3ffff,492,Night
521,89f05aa61b3ffff,492,Night
523,89f05aa612fffff,492,Night
524,89f05869247ffff,492,Night
525,89f05aa6187ffff,492,Night
526,89f0586964fffff,492,Night
512,89f05aa61a7ffff,492,Night
509,89f05aa65a7ffff,492,Night
497,89f05aa6527ffff,492,Night
502,89f05aa61b7ffff,492,Night
493,89f05aa61bbffff,492,Night
494,89f05aa65bbffff,492,Night
495,89f05aa61a3ffff,492,Night
496,89f05aa6587ffff,492,Night
492,89f05aa65abffff,492,Night
498,89f0586924fffff,492,Night
499,89f05aa6597ffff,492,Night
500,89f05aa65afffff,492,Night
501,89f05aa6197ffff,492,Night
491,89f05aa6533ffff,492,Night
503,89f058692dbffff,492,Night
505,89f05aa6123ffff,492,Night
506,89f05869243ffff,492,Night
507,89f05aa6133ffff,492,Night
508,89f05869253ffff,492,Night
510,89f05aa652fffff,492,Night
504,89f05aa61abffff,492,Night
479,89f05ab6e87ffff,453,Night
478,89f05ab6ebbffff,453,Night
1226,89f05aa438bffff,444,Night
1223,89f05aa442bffff,444,Night
1224,89f05aa4093ffff,444,Night
1225,89f05aa40d7ffff,444,Night
1205,89f05aa430fffff,444,Night
1227,89f05aa446fffff,444,Night
1228,89f05aa4313ffff,444,Night
1204,89f05aa40c3ffff,444,Night
1229,89f05aa400bffff,444,Night
1230,89f05aa40c7ffff,444,Night
1221,89f05aa447bffff,444,Night
1214,89f05aa4013ffff,444,Night
1206,89f05aa408bffff,444,Night
1207,89f05aa4467ffff,444,Night
1208,89f05aa4473ffff,444,Night
1209,89f05aa400fffff,444,Night
1218,89f05aa4063ffff,444,Night
1217,89f05aa4073ffff,444,Night
1216,89f05aa4463ffff,444,Night
1215,89f05aa40d3ffff,444,Night
1220,89f05aa401bffff,444,Night
1213,89f05aa4047ffff,444,Night
1212,89f05aa4303ffff,444,Night
1231,89f05aa406fffff,444,Night
1222,89f05aa446bffff,444,Night
1203,89f05aa4003ffff,444,Night
1219,89f05aa409bffff,444,Night
1210,89f05aa43d7ffff,444,Night
1211,89f05aa4057ffff,444,Night
1138,89f05aa4577ffff,436,Night
1148,89f05aa4167ffff,436,Night
1147,89f05aa418bffff,436,Night
1146,89f05aa453bffff,436,Night
1145,89f05aa4113ffff,436,Night
1144,89f05aa450fffff,436,Night
1143,89f05aa4103ffff,436,Night
1142,89f05aa419bffff,436,Night
1141,89f05aa4177ffff,436,Night
1140,89f05aa4e9bffff,436,Night
1139,89f05aa410fffff,436,Night
1137,89f05aa4567ffff,436,Night
1175,89f05ab4b2fffff,434,Night
1176,89f05ab4b33ffff,434,Night
1177,89f05ab4bb3ffff,434,Night
1178,89f05ab4b23ffff,434,Night
1179,89f05ab4bbbffff,434,Night
1180,89f05ab494bffff,434,Night
1181,89f05ab4babffff,434,Night
1586,89f05aa71b3ffff,430,Night
1584,89f05aa624bffff,430,Night
1585,89f05aa625bffff,430,Night
1587,89f05aa7527ffff,430,Night
1457,89f05aa4ea7ffff,422,Night
1456,89f05aa4853ffff,422,Night
1455,89f05aa48dbffff,422,Night
1454,89f05aa4c47ffff,422,Night
1453,89f05aa4c7bffff,422,Night
1452,89f05aa4c6bffff,422,Night
1451,89f05aa48d3ffff,422,Night
1448,89f05aa4cc7ffff,422,Night
1447,89f05aa4eb7ffff,422,Night
1446,89f05aa48cbffff,422,Night
1450,89f05aa4c57ffff,422,Night
1449,89f05aa4ccfffff,422,Night
324,89f05aa617bffff,417,Night
323,89f05aa656fffff,417,Night
322,89f05aa6573ffff,417,Night
321,89f05aa616bffff,417,Night
320,89f05aa658bffff,417,Night
319,89f05aa6563ffff,417,Night
318,89f05aa6157ffff,417,Night
317,89f05aa6147ffff,417,Night
316,89f05aa650bffff,417,Night
1542,89f05ab4b27ffff,390,Night
1543,89f05ab4bafffff,390,Night
1541,89f05ab4bb7ffff,390,Night
1055,89f058792b7ffff,390,Night
1042,89f058793cfffff,390,Night
1043,89f058792a7ffff,390,Night
1044,89f058792afffff,390,Night
1045,89f0587904fffff,390,Night
1046,89f0587934bffff,390,Night
1047,89f058793dbffff,390,Night
1048,89f0587906bffff,390,Night
1041,89f05879237ffff,390,Night
1539,89f05869643ffff,390,Night
1050,89f058792a3ffff,390,Night
1051,89f058792abffff,390,Night
1052,89f05879353ffff,390,Night
1053,89f05879223ffff,390,Night
1054,89f0587935bffff,390,Night
1540,89f05ab494fffff,390,Night
1049,89f05879233ffff,390,Night
1538,89f05ab4ba7ffff,390,Night
1532,89f05ab4943ffff,390,Night
1040,89f058793c3ffff,390,Night
1039,89f058793d3ffff,390,Night
1038,89f05879227ffff,390,Night
1037,89f05879357ffff,390,Night
1036,89f05ab6c97ffff,390,Night
1537,89f058696dbffff,390,Night
1056,89f058793cbffff,390,Night
1534,89f05ab4b37ffff,390,Night
1533,89f058696cbffff,390,Night
1535,89f05ab4ba3ffff,390,Night
1536,89f05869653ffff,390,Night
1002,89f05aa41d7ffff,388,Night
997,89f05aa410bffff,388,Night
996,89f05aa416fffff,388,Night
1001,89f05aa41c7ffff,388,Night
1000,89f05aa411bffff,388,Night
999,89f05aa4173ffff,388,Night
998,89f05aa4163ffff,388,Night
861,89f05aa460fffff,377,Night
862,89f05aa4633ffff,377,Night
874,89f05aa463bffff,377,Night
864,89f05aa4623ffff,377,Night
865,89f05aa429bffff,377,Night
866,89f05aa4297ffff,377,Night
868,89f05aa462bffff,377,Night
869,89f05aa4683ffff,377,Night
870,89f05aa4607ffff,377,Night
871,89f05aa4667ffff,377,Night
872,89f05aa4617ffff,377,Night
873,89f05aa462fffff,377,Night
863,89f05aa4677ffff,377,Night
867,89f05aa468fffff,377,Night
1081,89f05ab6b9bffff,373,Night
1082,89f05ab6b8bffff,373,Night
1083,89f05ab686fffff,373,Night
1084,89f05ab6bd7ffff,373,Night
1085,89f05ab6863ffff,373,Night
1086,89f05ab6873ffff,373,Night
1232,89f05ab6ea3ffff,354,Night
832,89f05ab4c8fffff,342,Night
833,89f05ab4c17ffff,342,Night
834,89f05ab4c83ffff,342,Night
1544,89f05ab6e8bffff,338,Night
1606,89f05ab5b93ffff,320,Night
1604,89f05ab582fffff,320,Night
1607,89f05ab5867ffff,320,Night
1605,89f05ab5b17ffff,320,Night
1608,89f05ab5b8bffff,320,Night
1603,89f05ab582bffff,320,Night
1602,89f05ab5833ffff,320,Night
1601,89f05ab5b83ffff,320,Night
1600,89f05ab5b9bffff,320,Night
1595,89f05ab5b13ffff,320,Night
1596,89f05ab5b07ffff,320,Night
1599,89f05ab5b03ffff,320,Night
1598,89f05ab5823ffff,320,Night
1597,89f05ab5b8fffff,320,Night
1354,89f05ab6e3bffff,311,Night
1357,89f05ab6e07ffff,311,Night
1356,89f05ab6e2bffff,311,Night
1355,89f05ab6e17ffff,311,Night
1091,89f0586b2d7ffff,307,Night
1092,89f0586b21bffff,307,Night
1094,89f0586b663ffff,307,Night
1096,89f0586b673ffff,307,Night
1095,89f0586b20bffff,307,Night
1093,89f0586b66fffff,307,Night
1098,89f0586b2c7ffff,307,Night
1097,89f0586b61bffff,307,Night
1704,89f05ab594bffff,299,Night
1703,89f05ab595bffff,299,Night
1717,89f05aa71abffff,293,Night
1714,89f05aa46b3ffff,293,Night
1715,89f05aa7123ffff,293,Night
1716,89f05aa7133ffff,293,Night
1720,89f05aa444bffff,293,Night
1722,89f05aa445bffff,293,Night
1721,89f05aa7137ffff,293,Night
1718,89f05aa712fffff,293,Night
1719,89f05aa71a3ffff,293,Night
1712,89f05aa71afffff,293,Night
1713,89f05aa7127ffff,293,Night
1168,89f05ab6b1bffff,291,Night
1169,89f05ab6b0bffff,291,Night
1170,89f05ab6bcfffff,291,Night
1171,89f05ab6b47ffff,291,Night
1172,89f05ab6b57ffff,291,Night
1173,89f05ab6bc7ffff,291,Night
1174,89f05ab6bc3ffff,291,Night
993,89f05aa402fffff,282,Night
988,89f05aa415bffff,282,Night
989,89f05aa4023ffff,282,Night
987,89f05aa4033ffff,282,Night
992,89f05aa4333ffff,282,Night
986,89f05aa4387ffff,282,Night
985,89f05aa4397ffff,282,Night
984,89f05aa414bffff,282,Night
983,89f05aa4027ffff,282,Night
982,89f05aa40b3ffff,282,Night
981,89f05aa40a3ffff,282,Night
980,89f05aa4323ffff,282,Night
979,89f05aa43abffff,282,Night
990,89f05aa454bffff,282,Night
991,89f05aa4037ffff,282,Night
978,89f05aa40abffff,282,Night
977,89f05aa40bbffff,282,Night
976,89f05aa40afffff,282,Night
975,89f05aa455bffff,282,Night
974,89f05aa43bbffff,282,Night
973,89f05aa4437ffff,282,Night
972,89f05aa43b3ffff,282,Night
994,89f05aa4427ffff,282,Night
783,89f05ab6123ffff,273,Night
784,89f05ab612bffff,273,Night
1653,89f05aa4c0fffff,264,Night
1089,89f05ab6b13ffff,264,Night
1651,89f05aa4c77ffff,264,Night
1650,89f05aa48c3ffff,264,Night
1087,89f05ab6b8fffff,264,Night
1088,89f05ab6b83ffff,264,Night
1647,89f05aa4c03ffff,264,Night
1090,89f05ab6b93ffff,264,Night
1649,89f05aa4c63ffff,264,Night
1648,89f05aa48cfffff,264,Night
1645,89f05aa4c6fffff,264,Night
1646,89f05aa48d7ffff,264,Night
1652,89f05aa4c67ffff,264,Night
1654,89f05aa48c7ffff,264,Night
1656,89f05aa4c0bffff,264,Night
1657,89f05aa4c1bffff,264,Night
1655,89f05aa4c73ffff,264,Night
600,89f05ab6a57ffff,253,Night
1116,89f05ab4983ffff,250,Night
1108,89f05ab4dabffff,250,Night
1117,89f05ab49bbffff,250,Night
1113,89f05ab4907ffff,250,Night
1112,89f05ab4913ffff,250,Night
1111,89f05ab4903ffff,250,Night
1110,89f05ab4993ffff,250,Night
1109,89f05ab498fffff,250,Night
1107,89f05ab4917ffff,250,Night
1114,89f05ab4d07ffff,250,Night
1106,89f05ab490fffff,250,Night
1105,89f05ab4d33ffff,250,Night
1104,89f05ab493bffff,250,Night
1103,89f05ab4d2bffff,250,Night
1115,89f05ab4d3bffff,250,Night
1583,89f05ab6a2bffff,249,Night
948,89f05aa711bffff,243,Night
947,89f05aa716fffff,243,Night
943,89f05aa7163ffff,243,Night
944,89f05aa750fffff,243,Night
946,89f05aa710bffff,243,Night
945,89f05aa7173ffff,243,Night
950,89f05aa469bffff,243,Night
951,89f05aa7167ffff,243,Night
949,89f05aa46d7ffff,243,Night
694,89f05ab4d13ffff,235,Night
693,89f05ab4d9bffff,235,Night
692,89f05ab4dc7ffff,235,Night
691,89f05ab4d1bffff,235,Night
690,89f05ab4d8bffff,235,Night
1340,89f05ab491bffff,234,Night
1342,89f05ab4957ffff,234,Night
1341,89f05ab490bffff,234,Night
1338,89f05ab496bffff,234,Night
1339,89f05ab49c3ffff,234,Night
1333,89f05ab49c7ffff,234,Night
1334,89f05ab49cbffff,234,Night
1335,89f05ab49cfffff,234,Night
1336,89f05ab4953ffff,234,Night
1337,89f05ab497bffff,234,Night
1332,89f05ab4947ffff,234,Night
931,89f05aa712bffff,233,Night
933,89f05aa4697ffff,233,Night
930,89f05aa46bbffff,233,Night
929,89f05aa46abffff,233,Night
928,89f05aa468bffff,233,Night
927,89f05aa4687ffff,233,Night
926,89f05aa4693ffff,233,Night
925,89f05aa4613ffff,233,Night
924,89f05aa713bffff,233,Night
932,89f05aa4603ffff,233,Night
1189,89f05ab49d7ffff,231,Night
1186,89f05ab4d63ffff,231,Night
1187,89f05ab4d67ffff,231,Night
1188,89f05ab4d77ffff,231,Night
1194,89f05ab4d03ffff,231,Night
1190,89f05ab498bffff,231,Night
1191,89f05ab4d0bffff,231,Night
1192,89f05ab4d6fffff,231,Night
1193,89f05ab4d0fffff,231,Night
1185,89f05ab49d3ffff,231,Night
1196,89f05ab499bffff,231,Night
1195,89f05ab4d73ffff,231,Night
1240,89f05aa619bffff,230,Night
1233,89f05aa6193ffff,230,Night
1244,89f05aa6113ffff,230,Night
1243,89f05aa6183ffff,230,Night
1239,89f05aa6507ffff,230,Night
1242,89f05aa618bffff,230,Night
1234,89f05aa6107ffff,230,Night
1235,89f05aa652bffff,230,Night
1236,89f05aa653bffff,230,Night
1237,89f05aa618fffff,230,Night
1238,89f05aa6117ffff,230,Night
1241,89f05aa613bffff,230,Night
854,89f05ab6c33ffff,225,Night
855,89f05ab6c3bffff,225,Night
857,89f05ab6883ffff,225,Night
858,89f05ab6c2bffff,225,Night
859,89f05ab6cabffff,225,Night
860,89f05ab688fffff,225,Night
856,89f05ab6893ffff,225,Night
1408,89f05ab4973ffff,222,Night
1388,89f058692c7ffff,222,Night
1390,89f05ab4967ffff,222,Night
1391,89f058696c7ffff,222,Night
1392,89f05869647ffff,222,Night
1393,89f05ab4977ffff,222,Night
1394,89f0586966bffff,222,Night
1395,89f0586969bffff,222,Night
1396,89f058696d3ffff,222,Night
1397,89f05ab496fffff,222,Night
1398,89f05869677ffff,222,Night
1399,89f058696d7ffff,222,Night
1401,89f05869673ffff,222,Night
1402,89f058692d7ffff,222,Night
1403,89f0586961bffff,222,Night
1404,89f0586967bffff,222,Night
1405,89f05869663ffff,222,Night
1406,89f0586960bffff,222,Night
1407,89f05869613ffff,222,Night
1409,89f05869603ffff,222,Night
1410,89f05ab4963ffff,222,Night
1411,89f05869667ffff,222,Night
1412,89f05869657ffff,222,Night
1413,89f058692d3ffff,222,Night
1414,89f0586960fffff,222,Night
1389,89f0586968bffff,222,Night
1400,89f0586966fffff,222,Night
709,89f05ab6e97ffff,215,Night
1372,89f05aa4a4fffff,214,Night
1362,89f05aa5da7ffff,214,Night
1361,89f05aa4acbffff,214,Night
1426,89f05ab698bffff,214,Night
1359,89f05aa4e53ffff,214,Night
1358,89f05aa4ad7ffff,214,Night
1429,89f05ab6d3bffff,214,Night
1428,89f05ab6903ffff,214,Night
1427,89f0586b68bffff,214,Night
1373,89f05aa4acfffff,214,Night
1415,89f05ab6d2bffff,214,Night
1364,89f05aa4a47ffff,214,Night
1416,89f05ab699bffff,214,Night
1417,89f05ab6967ffff,214,Night
1418,89f05ab6d07ffff,214,Night
1419,89f05ab6977ffff,214,Night
1420,89f05ab6993ffff,214,Night
1421,89f05ab6913ffff,214,Night
1422,89f05ab690fffff,214,Night
1423,89f05ab6d83ffff,214,Night
1424,89f05ab6d17ffff,214,Night
1363,89f05aa5db3ffff,214,Night
1360,89f05aa4a53ffff,214,Night
1365,89f05aa5d37ffff,214,Night
1371,89f05aa4e6bffff,214,Night
1374,89f05aa4a7bffff,214,Night
1375,89f05aa4e4fffff,214,Night
1376,89f05aa4a4bffff,214,Night
1377,89f05aa5d27ffff,214,Night
1378,89f05aa4ac3ffff,214,Night
1379,89f05aa4ad3ffff,214,Night
1380,89f05aa4a5bffff,214,Night
1381,89f05aa4adbffff,214,Night
1382,89f05aa5da3ffff,214,Night
1383,89f05aa5db7ffff,214,Night
1366,89f05aa4a57ffff,214,Night
1425,89f05ab6d8fffff,214,Night
1370,89f05aa4e7bffff,214,Night
1369,89f05aa5dafffff,214,Night
1368,89f05aa4e43ffff,214,Night
1367,89f05aa4a43ffff,214,Night
1609,89f05ab4127ffff,203,Night
1610,89f05ab4e87ffff,203,Night
1068,89f05aa4b5bffff,200,Night
1079,89f05aa4b57ffff,200,Night
1071,89f05aa4843ffff,200,Night
1078,89f05aa4bdbffff,200,Night
1077,89f05aa4ab3ffff,200,Night
1076,89f05aa4b53ffff,200,Night
1075,89f05aa4a37ffff,200,Night
1074,89f05aa4bcfffff,200,Night
1073,89f05aa484fffff,200,Night
1072,89f05aa4857ffff,200,Night
1057,89f05aa4b4fffff,200,Night
1058,89f05aa4bcbffff,200,Night
1059,89f05aa4a27ffff,200,Night
1080,89f05aa487bffff,200,Night
1069,89f05aa4847ffff,200,Night
1066,89f05aa486bffff,200,Night
1065,89f05aa4aa7ffff,200,Night
1064,89f05aa4b43ffff,200,Night
1063,89f05aa4b4bffff,200,Night
1062,89f05aa4ab7ffff,200,Night
1067,89f05aa484bffff,200,Night
1070,89f05aa4aa3ffff,200,Night
1060,89f05aa4bd3ffff,200,Night
1061,89f05aa4bc3ffff,200,Night
875,89f05ab612fffff,194,Night
1844,89f05aa4eabffff,192,Night
1840,89f05aa4e2bffff,192,Night
1837,89f05aa4a2bffff,192,Night
1838,89f05bda493ffff,192,Night
1839,89f05aa4e2fffff,192,Night
1841,89f05aa4a8fffff,192,Night
1845,89f05aa4a93ffff,192,Night
1842,89f05aa4e3bffff,192,Night
1850,89f05aa4e33ffff,192,Night
1849,89f05aa4a97ffff,192,Night
1848,89f05aa4a17ffff,192,Night
